Unnamed: 0,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分
9401,南京-江宁,智能化项目经理,江苏云航信智能科技有限公司南京分公司,20-99人,无,8千-1.6万,大专,智能化施工 报警系统 监控系统 停车管理系统 综合布线系统 弱电工程 二级建造师（机电工程） ,1-3年,5.1
9402,南京-浦口,项目经理（环保水处理系统工程）,泰源环保,100-299人,股份制企业,9千-1.8万,大专,水处理 环保工程项目管理（水处理装备） 装配式水厂 土建、机电安装 ,5-10年,6.7
9403,南京,项目经理,江苏苏体实业发展有限公司,300-499人,国企,6千-1万,大专,土建监理 造价项目 土建预算 装修装饰项目 ,1-3年,6.35
9404,南京-江宁,项目经理（南京中兴滨江基地）,招商局物业管理有限公司苏州分公司,1000-9999人,国企,1万-2万,大专,产业地产 物业管理从业人员岗位证书 ,5-10年,7.4
9405,南京,IT项目经理,江苏金恒信息科技股份有限公司,500-999人,股份制企业,2万-3万,本科,软件项目 信息系统项目 系统集成 PMP项目管理认证 ,5-10年,7.35
9406,南京-江宁,PM/项目经理,无锡卡尔曼导航技术有限公司,300-499人,民营,1.3万-1.8万,本科,硬件项目 ,1-3年,6.25
9407,南京-江宁,项目经理,南京君度科技有限公司,100-299人,民营,1.3万-1.8万,大专,软件项目 ,3-5年,6.2
9408,南京-雨花台,项目经理,用友网络科技股份有限公司,10000人以上,上市公司,1万-1.5万,本科,运营项目 ,5-10年,7.85
9409,南京-六合,项目经理,沈阳中科韦尔腐蚀控制技术有限公司,100-299人,股份制企业,1.5万-2.5万,本科,项目经理 项目管理 化工工程师 化工 石化 炼油 工艺 材料 ,5-10年,6.75
9410,南京-建邺,物业项目经理,金地物业,10000人以上,股份制企业,1.2万-1.8万,本科,物业项目 ,3-5年,7.15
9411,南京-秦淮,高级实施项目经理,江苏金蝶软件有限公司,100-299人,上市公司,1.5万-3万,本科,实施项目经理 项目经理 软件实施 高级实施项目经理 ,3-5年,6.65
9412,南京-建邺,工程总包项目经理,中通服设计院,1000-9999人,国企,面议,本科,项目管理 工程总包 ,3-5年,7.1
9413,南京-建邺,装饰项目经理,江苏东保建设集团有限公司,100-299人,股份制企业,1万-1.5万,大专,工程管理 二级建造师（建筑工程） 二级建造师（市政公用） ,3-5年,6.3
9414,南京-鼓楼,暖通项目经理,南京恩比特机电科技有限公司,20-99人,民营,10万-15万,大专,暖通施工 空调工程 机电工程 净化工程 通风工程 商业建筑 办公建筑 工业建筑 ,3-5年,6.55
9415,南京,项目经理,顶晶融合,20-99人,股份制企业,1.5万-2.5万,大专,施工 工程管理 成本控制 安全防护 施工管理 结算 项目经理 ,1-3年,5.85
9416,南京-江宁,绿色智能化工厂项目经理,南京佳力图,500-999人,上市公司,2.5万-5万,本科,PMP项目管理认证 计算机网络系统 计算机机房系统 门禁系统 智能化、数字化项目管理 ,5-10年,7.65
9417,南京,安装工程项目经理,江苏中皓建设集团有限公司,100-299人,股份制企业,1.3万-1.4万,大专,工程施工管理 装饰装修工程 ,3-5年,6.3
9418,南京-鼓楼,路桥项目经理,江苏苏商建设集团有限公司,1000-9999人,民营,1.5万-2.5万,本科,路桥工程 公路工程 市政工程 ,5-10年,7.25
9420,南京,服务器实施项目经理,南京鸿泽沄计算机技术有限公司,20-99人,民营,7千-1万,大专,Linux ,1-3年,5.7
9421,南京,IT项目经理（系统集成项目经理）,南京悦能智能科技有限公司,20-99人,民营,1万-1.5万,本科,物联网 硬件项目 智能化项目 ,1-3年,5.8
9422,南京-江宁,智能化项目经理,万物云空间科技服务股份有限公司,10000人以上,股份制企业,9千-1.5万,大专,智能化项目 ,3-5年,7.05
9423,南京-浦口,项目经理（南京驻点）,安徽康瑞建筑装饰工程有限公司,300-499人,民营,1万-1.5万,大专,住宅地产 公共建筑 装配式建筑 ,3-5年,6.35
9424,南京-江宁,项目经理（数据产品BA）,江苏金智教育,500-999人,股份制企业,1.2万-2万,本科,数据类项目 实施项目 ,3-5年,6.7
9425,南京-建邺,项目经理（软件集成）,君和综合管理(海南)集团有限公司,20-99人,无,1万-2万,大专,系统集成 运维项目 售前项目 实施项目 售后项目 运营项目 采购招投标 ,1-3年,5.1
9426,南京-浦口,项目经理 （机电、暖通）,鸿辉系统集成科技(江苏)有限公司,300-499人,民营,1.2万-2万,大专,项目经理 施工经理 ,5-10年,6.75
9427,南京-栖霞,项目经理,美人鱼企业发展有限公司,100-299人,民营,8千-1.5万,大专,建筑项目 市政项目 水利项目 ,5-10年,6.6
9428,南京-栖霞,项目经理,江苏宝和数据,100-299人,民营,1万-1.5万,本科,软件项目 IT项目 大数据项目 教育项目 ,3-5年,6.3
9429,南京-江宁,项目经理,南京联筑展览工程有限公司,20人以下,民营,1万-1.5万,大专,建筑项目 幕墙项目 装修装饰项目 ,3-5年,5.75
9430,南京-玄武,项目经理,江苏久高电子科技有限公司,20-99人,民营,8千-1.6万,大专,沟通协调能力强 技术能力 客户服务能力 ,3-5年,5.9
9431,南京-玄武,系统集成项目经理,南京翰华通信技术服务有限公司,500-999人,民营,6千-1.1万,大专,实施项目 智能化项目 物联网 硬件项目 弱电工程 PMP项目管理认证 ,3-5年,6.5
9432,南京-栖霞,项目经理（江浙沪）,青岛立浩建筑装饰工程有限公司,20-99人,民营,9千-1.3万,大专,工装 批量精装 ,3-5年,5.9
9433,南京-江宁,智能化项目经理,南京智达自动化集团有限公司,20-99人,民营,8千-1.5万,大专,智能化项目 系统集成 ,3-5年,5.9
9434,南京-浦口,项目经理（南京）,北京信普达系统工程有限公司,100-299人,民营,1万-2万,本科,软件项目 ,3-5年,6.3
9435,南京-浦口,建筑项目经理,江苏鹏港建筑工程有限公司,20-99人,无,1万-1.6万,学历不限,住宅地产 综合体 公共建筑 二级建造师（建筑工程） 一级建造师（建筑工程） ,3-5年,5.3
9436,南京-玄武,项目经理,苏州光格科技股份有限公司,300-499人,民营,8千-1.4万,本科,弱电 智能化 电力 BA系统 楼宇自控 ,3-5年,6.45
9437,南京-建邺,项目经理（机顶盒/网关）,杭州平治信息技术股份有限公司,300-499人,上市公司,6千-1万,大专,路由器 网关 项目经理 ,1-3年,6.55
9438,南京-雨花台,项目经理,南京壮大智能科技研究院有限公司,20人以下,民营,1万-2万,本科,机器人项目 机械项目 汽车项目 ,3-5年,5.85
9439,南京-浦口,项目经理,南京宜令建设工程有限公司,20-99人,民营,1万-1.2万,大专,装修装饰项目 ,3-5年,5.9
9440,南京-雨花台,总承包项目经理,中建新疆建工(集团)有限公司上海分公司,20-99人,国企,1.7万-2.2万,本科,一级建造师 EPC项目 ,3-5年,6.15
9441,南京-江宁,项目经理,中电环保,100-299人,上市公司,1.2万-1.5万,大专,环保项目 ,3-5年,6.6
9442,南京,项目经理（智能化方向）——省产互,中国联通江苏分公司,1000-9999人,国企,面议,本科,智能化项目 ,5-10年,7.5
9443,南京-浦口,项目经理,南京工大膜应用技术研究所有限公司,20-99人,民营,8千-1.6万,本科,项目管理 施工管理 ,1-3年,5.8
9444,南京-秦淮,数据中心项目经理,浪潮集团,10000人以上,国企,1.4万-1.8万,本科,机电工程 电气工程 ,3-5年,7.25
9445,南京-鼓楼,项目经理,广东南方数码科技股份有限公司,500-999人,民营,9千-1.5万,本科,软件项目 GIS项目 Oracle项目 实施项目 项目进度 项目实施 多测合一 新型基础测绘 ,1-3年,6.4
9446,南京-江宁,装修项目经理（南京）,北京力天大成装饰工程有限公司,1000-9999人,民营,1万-1.5万,大专,批量精装修 述标投标 装修装饰项目 一建 二建 项目经理 劳务资源开发 ,3-5年,6.8
9447,南京,项目经理,南京国电南自新能源科技有限公司,100-299人,国企,7千-1万,本科,生产计划 ,3-5年,6.5
9448,南京-玄武,项目经理,南京合工工程技术有限公司,100-299人,民营,1万-2万,大专,工业地产 ,不限,5.6
9449,南京-鼓楼,装饰装修项目经理,江苏金满城装饰设计工程有限公司,20-99人,民营,1万-1.5万,大专,装饰装修 装修施工管理 室外装修项目 公装项目 硬装项目 室内装修项目 ,5-10年,6.3
9450,南京-雨花台,项目经理(J11449),北京三维天地科技股份有限公司,1000-9999人,股份制企业,1.2万-2万,本科,软件项目 大数据项目 ,3-5年,7.0
9451,南京-玄武,软件开发项目经理,南京中创书局有限公司,20-99人,民营,1.5万-2万,本科,软件项目 ,5-10年,6.35
9453,南京-建邺,安装造价工程师/项目经理/专业负责人,江苏华社工程管理咨询有限公司,100-299人,民营,1万-2万,大专,工程造价 预算编制 结算 ,5-10年,6.6
9454,南京-江宁,项目经理,新联电子,500-999人,上市公司,1.1万-2万,本科,实施项目 ,3-5年,7.0
9456,南京-雨花台,培训项目经理,南京方达管理咨询有限公司,20-99人,民营,1万-1.5万,本科,金融业 企业管理咨询 政府国企 培训体系搭建 课程研发 外部培训 拓展培训 管理层培训 ,3-5年,6.0
9457,南京-玄武,软件项目经理,智联猎头,1000-9999人,上市公司,1.5万-2万,本科,软件项目 政务平台 ,5-10年,7.65
9458,南京-玄武,项目经理,江苏深略数据科技有限公司,100-299人,民营,6千-1万,本科,数据普查 政府调研 统计 信息咨询 市场调研 审计稽查 数据分析 招投标 ,5-10年,6.7
9459,南京-六合,项目经理,江苏交水建智能装备研究院有限公司,20人以下,股份制企业,8千-1.5万,大专,钢结构项目 桥梁项目 ,10年以上,6.45
9460,南京-秦淮,项目经理（新能源电力项目）,江苏鹏智电力科技有限公司,100-299人,民营,8千-1.5万,本科,光伏项目 ,3-5年,6.3
9461,南京-浦口,项目经理,南京南工应急科技有限公司,100-299人,民营,8千-1.6万,本科,软件项目 信息系统项目 PMP项目管理认证 IPMP国际项目经理A级认证 IPMP国际项目经理B级认证 IPMP国际项目经理C级认证 IPMP国际项目经理D级认证 ,1-3年,6.1
9462,南京-秦淮,幕墙项目经理,上海亚浦建筑工程有限公司,20人以下,民营,1.2万-2万,大专,幕墙项目经理 ,5-10年,6.15
9463,南京,项目经理-民航机场,南京禄口国际机场空港科技有限公司,100-299人,国企,1万-2万元/月,本科,机场工程 ,3-5年,6.5
9464,南京-雨花台,项目经理（懂开发）,南京上古网络科技有限公司,100-299人,民营,1.5万-2.3万,本科,IT项目 软件项目 PMP项目管理认证 Java项目 ,5-10年,6.65
9465,南京-浦口,批量精装修项目经理,合肥胜源达建筑装饰工程有限公司,20-99人,无,1万-1.2万,学历不限,批量精装 高层建筑 住宅地产 ,5-10年,5.7
9466,南京-江宁,幕墙、保温一体板项目经理,江西梓凡涂装工程有限公司,20人以下,民营,1万-1.5万,大专,工程施工管理 装饰装修工程 住宅建筑 施工单位 二级建造师（建筑工程） ,3-5年,5.75
9467,南京-玄武,项目经理,南京瑞奇思特信息技术有限公司,20-99人,民营,8千-1万,大专,智能化系统 智能化工程 安防弱电 ,5-10年,6.3
9468,南京-江宁,招标项目经理,东风汽车,10000人以上,国企,9千-1.7万,大专,商务招投标 ,1-3年,6.95
9469,南京,绿化园建工程项目经理,江苏艺磊生态建设有限公司,100-299人,民营,1万-1.5万,大专,工程管理 二级建造师（建筑工程） 二级建造师（市政公用） ,3-5年,6.2
9470,南京-浦口,项目经理,上海恬星信息科技有限公司,20-99人,民营,1万-1.5万,本科,软件项目 OA项目 Oracle项目 财税类项目 Java项目 IT项目 ,3-5年,6.0
9471,南京-建邺,物业项目经理,雨润集团,10000人以上,民营,1.2万-1.8万,大专,住宅地产 ,3-5年,6.95
9472,南京-栖霞,IT项目经理,南京酷奇信息科技有限公司,20-99人,民营,8千-1.5万,本科,软件项目 HR系统 ,3-5年,6.0
9474,南京-鼓楼,项目经理,南京哲上信息科技有限公司,20-99人,无,1.3万-2万,本科,PMP项目管理认证 ,3-5年,5.4
9475,南京-六合,项目经理,江苏万园物业服务集团有限公司,1000-9999人,民营,7千-9千,大专,费用催缴 住宅地产 旧改项目 综合体 物业管理师 物业管理从业人员岗位证书 ,3-5年,6.8
9476,南京,弱电/系统集成项目经理/项目监理-南京,北京国金汇德工程管理有限公司,300-499人,民营,6千-1.2万,本科,智能化 信息化 工程造价 项目管理 系统集成 弱电 ,3-5年,6.45
9477,南京-秦淮,项目经理,中创美纵信息科技(重庆)有限公司,100-299人,民营,1万-2万,大专,大数据项目 暖通项目 空调项目 净化项目 现场安装 现场管理 ,3-5年,6.2
9478,南京-玄武,项目经理（区域）,南京余庆堂企业管理有限公司,20-99人,民营,6千-1万,中专/中技,管理，沟通，方法 ,3-5年,5.85
9480,南京,mes项目经理,江苏泰治科技股份有限公司,100-299人,股份制企业,1.3万-2万,本科,软件项目 ,3-5年,6.4
9481,南京-建邺,智能化项目经理,中通服设计院,1000-9999人,国企,面议,本科,智能化项目 ,5-10年,7.5
9482,南京-鼓楼,项目经理（公安政府行业）,南京维数软件,100-299人,民营,1.5万-2万,大专,交通管理 公安政府 Java项目 ,5-10年,6.65
9483,南京,项目经理,南京胜捷电机制造有限公司,100-299人,民营,1.3万-2万,本科,机电项目 汽车项目 类目运营 运营项目 售前项目 实施项目 运维项目 ,3-5年,6.3
9484,南京-雨花台,实施工程师/项目经理,北京三维天地科技股份有限公司,1000-9999人,股份制企业,9千-1.8万,本科,实施 需求分析 数据库 过程管理 ,1-3年,6.8
9485,南京,项目经理,南京环美科技股份有限公司,100-299人,股份制企业,1万-1.5万,本科,施工管理 市政 二级市政 污水处理 ,3-5年,6.4
9486,南京-秦淮,it项目经理,南京迈特望科技股份有限公司,1000-9999人,股份制企业,1.3万-1.7万,本科,PMP项目管理认证 ,3-5年,7.0
9487,南京-建邺,弱电项目经理,南京蓓菲蔻特智能科技有限公司,20-99人,民营,8千-1.2万,大专,弱电施工 弱电设计 弱电运维 ,不限,5.3
9488,南京,项目经理,南京绿水长流环保科技有限公司,20-99人,民营,8千-1.6万,大专,环保项目 VOCS ,3-5年,5.9
9490,南京-浦口,运维项目经理,南京冠福建设工程技术有限公司,20-99人,民营,8千-1万,大专,全职 特种作业操作证 （电工） 地铁 维修保养 运维 水电风 ,不限,5.3
9491,南京,工程项目经理,中煤科工集团南京设计研究院有限公司,500-999人,国企,1万-1.5万,大专,矿山工程 机电工程 土建工程 工程施工管理 ,1-3年,6.5
9492,南京-江宁,消防工程管理（项目经理）,北京安迪盛安全系统自动化南京有限公司,20-99人,民营,1.2万-1.8万,大专,电厂消防 特殊消防安装 火灾自动报警系统 自动喷水系统 气体灭火系统 机电二级建造师 施工管理 CAD ,3-5年,5.9
9493,南京-建邺,系统集成项目经理,中通服设计院,1000-9999人,国企,面议,本科,项目管理 系统集成 ,3-5年,7.1
